timestamp,aqi,pm2_5,pm10,no2,so2,co,no,o3,nh3,hour,day,month,aqi_change_rate
2025-02-10 00:00:00,5.0,651.12,790.71,183.7,20.74,9078.98,92.09,0.0,54.72,0,10,2,
2025-02-10 01:00:00,5.0,594.8,725.31,152.17,14.66,7797.24,75.1,0.0,34.45,1,10,2,0.0
2025-02-10 02:00:00,5.0,519.39,642.21,113.79,10.49,6141.66,50.51,0.0,23.81,2,10,2,0.0
2025-02-10 03:00:00,5.0,426.2,542.27,76.09,7.75,4379.27,29.06,0.0,19.0,3,10,2,0.0
2025-02-10 04:00:00,5.0,366.21,473.09,53.47,6.62,3257.75,18.33,0.01,17.73,4,10,2,0.0
2025-02-10 05:00:00,5.0,334.55,429.67,41.13,6.38,2696.99,14.31,0.02,16.21,5,10,2,0.0
2025-02-10 06:00:00,5.0,321.45,403.87,33.93,6.68,2536.77,15.65,0.02,14.06,6,10,2,0.0
2025-02-10 07:00:00,5.0,358.13,437.88,35.64,9.78,3231.05,35.32,0.0,13.68,7,10,2,0.0
2025-02-10 08:00:00,5.0,430.67,511.47,43.18,12.87,4646.3,75.1,0.42,13.17,8,10,2,0.0
2025-02-10 09:00:00,5.0,494.72,575.86,50.72,15.02,5874.63,105.5,3.13,17.73,9,10,2,0.0
2025-02-10 10:00:00,5.0,555.12,640.92,82.25,18.36,6835.94,106.39,10.64,34.45,10,10,2,0.0
2025-02-10 11:00:00,5.0,643.97,736.76,154.91,22.65,7904.05,73.31,38.98,47.12,11,10,2,0.0
2025-02-10 12:00:00,5.0,365.61,413.7,111.04,70.57,3952.03,15.2,137.33,22.55,12,10,2,0.0
2025-02-10 13:00:00,5.0,378.18,423.71,104.19,90.6,3738.4,9.28,200.27,19.76,13,10,2,0.0
2025-02-10 14:00:00,5.0,434.71,483.38,105.56,97.27,4058.84,5.92,263.21,19.76,14,10,2,0.0
2025-02-10 15:00:00,5.0,475.04,527.78,108.3,86.78,4325.87,3.8,283.24,20.77,15,10,2,0.0
2025-02-10 16:00:00,5.0,490.46,549.37,112.41,67.71,4486.08,2.35,251.77,23.81,16,10,2,0.0
2025-02-10 17:00:00,5.0,470.09,534.47,119.27,51.98,4379.27,0.85,191.69,27.61,17,10,2,0.0
2025-02-10 18:00:00,5.0,404.78,473.71,102.82,34.81,3631.59,0.05,123.02,31.66,18,10,2,0.0
2025-02-10 19:00:00,5.0,347.77,418.79,82.94,21.93,2964.02,0.0,74.39,38.5,19,10,2,0.0
2025-02-10 20:00:00,5.0,328.12,397.4,65.8,14.9,2670.29,0.0,47.21,42.56,20,10,2,0.0
2025-02-10 21:00:00,5.0,330.27,395.82,55.52,11.68,2643.59,0.37,22.71,38.0,21,10,2,0.0
2025-02-10 22:00:00,5.0,342.35,406.04,48.67,11.09,2857.21,5.25,2.91,34.45,22,10,2,0.0
2025-02-10 23:00:00,5.0,331.89,389.7,41.13,10.01,2857.21,10.62,0.36,29.89,23,10,2,0.0
2025-02-11 00:00:00,5.0,293.06,339.55,39.07,7.63,2563.48,8.94,0.48,21.53,0,11,2,0.0
2025-02-11 01:00:00,5.0,259.66,299.17,34.96,6.26,2243.04,5.31,1.31,16.97,1,11,2,0.0
2025-02-11 02:00:00,5.0,241.66,279.95,30.5,5.72,2029.42,2.99,2.46,16.47,2,11,2,0.0
2025-02-11 03:00:00,5.0,239.82,281.57,28.79,5.48,1976.01,2.49,2.66,16.72,3,11,2,0.0
2025-02-11 04:00:00,5.0,242.12,287.33,28.45,5.01,2002.72,2.24,2.79,13.81,4,11,2,0.0
2025-02-11 05:00:00,5.0,242.19,289.96,30.16,4.83,2056.12,1.96,3.35,11.4,5,11,2,0.0
2025-02-11 06:00:00,5.0,243.34,288.73,34.27,5.25,2189.64,2.01,3.84,10.77,6,11,2,0.0
2025-02-11 07:00:00,5.0,272.02,319.3,41.13,7.57,2696.99,11.96,0.38,15.07,7,11,2,0.0
2025-02-11 08:00:00,5.0,269.65,316.29,44.55,9.78,3044.13,24.81,0.94,19.51,8,11,2,0.0
2025-02-11 09:00:00,5.0,151.24,181.86,45.24,10.97,2082.82,11.06,17.52,19.0,9,11,2,0.0
2025-02-11 10:00:00,5.0,109.39,136.01,39.07,12.76,1695.63,9.05,37.91,22.29,10,11,2,0.0
2025-02-11 11:00:00,5.0,101.57,128.3,39.41,17.17,1668.93,8.38,53.64,24.57,11,11,2,0.0
2025-02-11 12:00:00,4.0,62.85,79.87,34.27,32.9,1108.17,2.74,103.0,14.31,12,11,2,-1.0
2025-02-11 13:00:00,4.0,66.19,83.67,41.13,41.96,1228.33,3.38,101.57,14.82,13,11,2,0.0
2025-02-11 14:00:00,4.0,67.84,86.6,39.41,39.1,1228.33,2.99,104.43,14.19,14,11,2,0.0
2025-02-11 15:00:00,4.0,72.28,96.17,35.64,31.47,1214.98,2.4,108.72,13.68,15,11,2,0.0
2025-02-11 16:00:00,5.0,78.88,107.54,40.44,28.85,1321.79,2.32,104.43,14.82,16,11,2,1.0
2025-02-11 17:00:00,5.0,84.7,116.63,57.58,29.33,1575.47,1.49,85.12,16.97,17,11,2,0.0
2025-02-11 18:00:00,5.0,118.33,165.15,104.19,26.94,2643.59,7.15,20.74,29.13,18,11,2,0.0
2025-02-11 19:00:00,5.0,186.17,261.17,100.08,24.08,4165.65,49.62,0.0,46.61,19,11,2,0.0
2025-02-11 20:00:00,5.0,259.27,362.55,84.31,22.41,5073.55,77.78,0.0,57.76,20,11,2,0.0
2025-02-11 21:00:00,5.0,315.78,440.01,75.4,20.03,5393.98,82.25,0.0,59.78,21,11,2,0.0
2025-02-11 22:00:00,5.0,346.25,480.09,71.97,18.12,5287.17,71.53,0.0,55.22,22,11,2,0.0
2025-02-11 23:00:00,5.0,344.77,476.1,71.29,15.02,4859.92,56.33,0.0,45.6,23,11,2,0.0
2025-02-12 00:00:00,5.0,306.85,419.73,69.23,10.73,4112.24,38.0,0.0,30.91,0,12,2,0.0
2025-02-12 01:00:00,5.0,265.57,360.98,60.32,7.87,3284.45,21.46,0.03,21.28,1,12,2,0.0
2025-02-12 02:00:00,5.0,241.14,324.57,47.98,6.26,2670.29,9.39,0.42,16.72,2,12,2,0.0
2025-02-12 03:00:00,5.0,234.58,311.77,38.73,5.54,2376.56,4.3,1.17,14.44,3,12,2,0.0
2025-02-12 04:00:00,5.0,243.54,318.41,34.62,5.48,2403.26,4.64,0.78,13.55,4,12,2,0.0
2025-02-12 05:00:00,5.0,255.5,328.97,34.27,5.78,2563.48,7.71,0.23,13.17,5,12,2,0.0
2025-02-12 06:00:00,5.0,270.02,345.7,35.99,6.56,2803.8,14.19,0.03,14.82,6,12,2,0.0
2025-02-12 07:00:00,5.0,308.17,392.24,39.41,9.89,3578.19,37.1,0.0,22.8,7,12,2,0.0
2025-02-12 08:00:00,5.0,339.63,430.92,42.16,12.87,4539.49,71.53,0.61,30.4,8,12,2,0.0
2025-02-12 09:00:00,5.0,279.11,354.51,49.35,14.31,4005.43,60.8,6.71,35.46,9,12,2,0.0
2025-02-12 10:00:00,5.0,272.18,351.48,63.06,16.45,4005.43,49.62,21.64,39.52,10,12,2,0.0
2025-02-12 11:00:00,5.0,264.18,343.07,74.71,18.36,3578.19,25.48,66.52,38.0,11,12,2,0.0
2025-02-12 12:00:00,4.0,64.41,88.43,16.45,17.88,907.9,2.65,143.05,10.51,12,12,2,-1.0
2025-02-12 13:00:00,4.0,49.57,69.04,10.28,16.69,667.57,1.51,154.5,8.04,13,12,2,0.0
2025-02-12 14:00:00,4.0,45.98,64.41,10.02,18.12,614.17,1.33,157.36,7.98,14,12,2,0.0
2025-02-12 15:00:00,4.0,60.94,82.39,18.16,25.75,781.06,2.12,154.5,11.27,15,12,2,0.0
2025-02-12 16:00:00,4.0,74.14,98.27,31.19,33.86,1014.71,2.85,137.33,14.69,16,12,2,0.0
2025-02-12 17:00:00,5.0,77.0,102.99,49.35,38.62,1241.68,2.15,108.72,16.97,17,12,2,1.0
2025-02-12 18:00:00,5.0,105.47,142.06,108.3,36.72,2323.15,2.71,35.41,26.85,18,12,2,0.0
2025-02-12 19:00:00,5.0,172.02,229.21,137.09,32.42,4005.43,36.66,0.04,43.06,19,12,2,0.0
2025-02-12 20:00:00,5.0,237.54,314.29,131.61,28.37,5233.76,70.63,0.0,55.22,20,12,2,0.0
2025-02-12 21:00:00,5.0,275.61,364.01,122.01,24.08,5607.6,76.89,0.0,59.28,21,12,2,0.0
2025-02-12 22:00:00,5.0,271.5,359.77,111.04,20.5,5126.95,59.01,0.0,54.72,22,12,2,0.0
2025-02-12 23:00:00,5.0,233.11,312.42,104.19,16.21,4112.24,31.29,0.03,43.57,23,12,2,0.0
2025-02-13 00:00:00,5.0,186.7,252.16,95.96,11.44,3017.43,5.09,4.56,29.89,0,13,2,0.0
2025-02-13 01:00:00,5.0,167.8,222.67,65.8,8.82,2296.45,0.05,27.18,23.56,1,13,2,0.0
2025-02-13 02:00:00,5.0,161.11,208.29,43.53,7.33,1895.9,0.0,39.7,22.04,2,13,2,0.0
2025-02-13 03:00:00,5.0,152.59,194.65,34.62,6.08,1682.28,0.0,36.48,21.53,3,13,2,0.0
2025-02-13 04:00:00,5.0,141.88,181.15,33.24,5.42,1628.88,0.02,28.97,20.52,4,13,2,0.0
2025-02-13 05:00:00,5.0,134.16,172.14,34.62,5.36,1615.52,0.09,21.99,18.49,5,13,2,0.0
2025-02-13 06:00:00,5.0,132.81,171.84,38.39,5.78,1682.28,0.56,13.05,17.99,6,13,2,0.0
2025-02-13 07:00:00,5.0,154.86,200.4,47.3,8.58,2216.34,10.84,1.4,24.83,7,13,2,0.0
2025-02-13 08:00:00,5.0,182.12,235.34,49.35,11.68,2964.02,38.44,0.76,32.42,8,13,2,0.0
2025-02-13 09:00:00,5.0,192.55,250.84,49.35,14.42,3417.97,58.11,5.32,38.5,9,13,2,0.0
2025-02-13 10:00:00,5.0,202.06,266.17,58.26,17.64,3631.59,57.22,17.17,42.56,10,13,2,0.0
2025-02-13 11:00:00,5.0,200.6,264.18,71.29,20.5,3257.75,32.19,54.36,39.52,11,13,2,0.0
2025-02-13 12:00:00,4.0,53.31,72.3,19.36,21.22,881.2,3.49,134.47,10.01,12,13,2,-1.0
2025-02-13 13:00:00,4.0,39.36,55.5,13.37,21.7,654.22,2.21,145.91,7.41,13,13,2,0.0
2025-02-13 14:00:00,4.0,38.74,55.88,13.88,25.99,634.19,2.1,150.2,7.41,14,13,2,0.0
2025-02-13 15:00:00,5.0,78.03,103.19,34.27,42.44,1134.87,4.3,145.91,13.43,15,13,2,1.0
2025-02-13 16:00:00,5.0,121.23,154.13,63.06,55.79,1789.09,6.43,125.89,19.76,16,13,2,0.0
2025-02-13 17:00:00,5.0,143.12,180.22,97.33,58.17,2376.56,5.59,85.83,23.81,17,13,2,0.0
2025-02-13 18:00:00,5.0,176.42,223.41,149.43,54.36,3417.97,8.16,18.06,32.17,18,13,2,0.0
2025-02-13 19:00:00,5.0,241.12,306.39,160.4,49.11,4913.33,46.04,0.0,45.6,19,13,2,0.0
2025-02-13 20:00:00,5.0,306.31,389.57,160.4,43.39,5874.63,70.63,0.0,56.24,20,13,2,0.0
2025-02-13 21:00:00,5.0,347.45,443.29,154.91,36.24,6195.07,73.31,0.0,62.32,21,13,2,0.0
2025-02-13 22:00:00,5.0,375.42,481.15,143.95,30.99,6301.88,72.42,0.0,65.86,22,13,2,0.0
2025-02-13 23:00:00,5.0,383.0,494.2,131.61,25.51,6195.07,71.53,0.0,63.33,23,13,2,0.0
2025-02-14 00:00:00,5.0,355.49,462.15,122.01,18.84,5767.82,67.95,0.0,53.7,0,14,2,0.0
2025-02-14 01:00:00,5.0,321.16,419.09,112.41,14.07,5126.95,55.88,0.0,46.1,1,14,2,0.0
2025-02-14 02:00:00,5.0,295.89,385.78,101.45,11.44,4539.49,41.57,0.0,41.54,2,14,2,0.0
2025-02-14 03:00:00,5.0,271.71,357.41,85.68,9.3,3845.21,27.72,0.0,38.5,3,14,2,0.0
2025-02-14 04:00:00,5.0,265.29,350.53,71.97,7.87,3471.37,21.01,0.01,36.98,4,14,2,0.0
2025-02-14 05:00:00,5.0,272.25,358.42,60.32,6.62,3257.75,20.34,0.01,31.92,5,14,2,0.0
2025-02-14 06:00:00,5.0,269.18,353.02,45.93,6.08,2964.02,20.56,0.01,24.83,6,14,2,0.0
2025-02-14 07:00:00,5.0,293.93,380.33,38.04,9.06,3364.56,37.55,0.0,28.63,7,14,2,0.0
2025-02-14 08:00:00,5.0,338.34,429.98,38.04,12.28,4272.46,68.84,0.66,32.93,8,14,2,0.0
2025-02-14 09:00:00,5.0,355.34,441.97,45.93,14.54,4592.9,77.78,5.1,39.01,9,14,2,0.0
2025-02-14 10:00:00,5.0,370.62,455.74,70.6,17.88,4646.3,59.9,20.38,47.12,10,14,2,0.0
2025-02-14 11:00:00,5.0,391.78,474.92,98.71,21.22,4486.08,29.5,75.82,45.6,11,14,2,0.0
2025-02-14 12:00:00,5.0,217.56,261.01,57.58,42.92,2296.45,7.26,178.81,22.29,12,14,2,0.0
2025-02-14 13:00:00,5.0,238.1,281.43,55.52,54.36,2323.15,5.36,231.74,19.51,13,14,2,0.0
2025-02-14 14:00:00,5.0,237.88,280.86,47.98,65.8,2136.23,3.74,260.35,16.72,14,14,2,0.0
2025-02-14 15:00:00,5.0,147.47,179.17,30.85,62.94,1295.09,2.43,214.58,10.89,15,14,2,0.0
2025-02-14 16:00:00,5.0,144.58,177.44,38.39,65.8,1308.44,2.4,191.69,12.54,16,14,2,0.0
2025-02-14 17:00:00,5.0,142.81,175.79,57.58,70.57,1508.71,1.77,160.22,15.2,17,14,2,0.0
2025-02-14 18:00:00,5.0,185.83,232.43,135.72,64.85,2883.91,0.59,62.94,28.88,18,14,2,0.0
2025-02-14 19:00:00,5.0,281.02,352.88,194.67,53.41,5020.14,30.85,0.39,48.64,19,14,2,0.0
2025-02-14 20:00:00,5.0,373.55,470.2,189.19,43.39,6675.72,76.89,0.0,63.84,20,14,2,0.0
2025-02-14 21:00:00,5.0,450.55,564.78,180.96,36.24,7797.24,103.71,0.0,72.96,21,14,2,0.0
2025-02-14 22:00:00,5.0,527.5,654.77,178.22,33.86,8865.36,125.17,0.0,81.06,22,14,2,0.0
2025-02-14 23:00:00,5.0,597.81,731.6,183.7,31.47,9933.47,148.42,0.0,83.09,23,14,2,0.0
2025-02-15 00:00:00,5.0,638.75,766.02,191.93,28.61,10894.78,164.51,0.0,82.08,0,15,2,0.0
2025-02-15 01:00:00,5.0,644.06,755.38,189.19,21.93,10574.34,144.84,0.0,72.96,1,15,2,0.0
2025-02-15 02:00:00,5.0,599.86,693.25,161.77,14.66,8758.54,94.77,0.0,59.78,2,15,2,0.0
2025-02-15 03:00:00,5.0,509.77,592.34,120.64,9.42,6408.69,50.51,0.0,46.61,3,15,2,0.0
2025-02-15 04:00:00,5.0,440.21,521.38,90.48,7.09,4913.33,31.29,0.0,37.49,4,15,2,0.0
2025-02-15 05:00:00,5.0,393.78,477.44,76.77,7.09,4165.65,25.03,0.0,34.45,5,15,2,0.0
2025-02-15 06:00:00,5.0,340.4,410.73,65.12,7.33,3417.97,16.76,0.03,30.65,6,15,2,0.0
2025-02-15 07:00:00,5.0,344.7,406.93,58.26,9.66,3738.4,31.74,0.0,32.93,7,15,2,0.0
2025-02-15 08:00:00,5.0,389.47,455.84,65.12,14.07,5126.95,74.21,0.75,40.53,8,15,2,0.0
2025-02-15 09:00:00,5.0,429.13,498.35,89.11,17.88,6462.1,108.18,6.35,47.62,9,15,2,0.0
2025-02-15 10:00:00,5.0,442.59,510.88,119.27,20.5,6568.91,87.62,23.25,48.13,10,15,2,0.0
2025-02-15 11:00:00,5.0,470.36,535.54,131.61,20.27,5821.23,38.0,82.25,43.57,11,15,2,0.0
2025-02-15 12:00:00,4.0,57.88,67.05,15.42,17.64,834.47,2.4,144.48,7.73,12,15,2,-1.0
2025-02-15 13:00:00,4.0,34.58,40.72,7.8,13.83,547.41,1.19,145.91,6.33,13,15,2,0.0
2025-02-15 14:00:00,4.0,33.42,39.33,7.03,12.64,500.68,1.01,147.34,6.52,14,15,2,0.0
2025-02-15 15:00:00,4.0,30.18,35.98,7.88,13.35,487.33,1.02,141.62,6.4,15,15,2,0.0
2025-02-15 16:00:00,3.0,28.73,34.88,10.71,16.45,507.35,1.02,135.9,6.71,16,15,2,-1.0
2025-02-15 17:00:00,3.0,28.34,35.13,16.79,20.98,574.11,0.72,127.32,7.47,17,15,2,0.0
2025-02-15 18:00:00,4.0,61.39,78.57,73.34,24.32,1642.23,0.34,62.23,21.79,18,15,2,1.0
2025-02-15 19:00:00,5.0,140.94,178.23,135.72,28.37,3738.4,23.02,1.08,42.56,19,15,2,1.0
2025-02-15 20:00:00,5.0,247.79,305.89,171.36,32.42,6034.85,63.48,0.0,61.81,20,15,2,0.0
2025-02-15 21:00:00,5.0,323.5,395.03,178.22,30.28,7156.37,79.57,0.0,72.96,21,15,2,0.0
2025-02-15 22:00:00,5.0,348.71,425.86,152.17,25.75,6942.75,78.68,0.0,73.97,22,15,2,0.0
2025-02-15 23:00:00,5.0,349.8,427.91,126.12,21.22,6462.1,76.89,0.0,70.93,23,15,2,0.0
2025-02-16 00:00:00,5.0,321.23,391.92,106.93,15.5,5661.01,67.06,0.0,61.3,0,16,2,0.0
2025-02-16 01:00:00,5.0,291.56,355.77,89.11,11.09,4753.11,50.96,0.0,52.69,1,16,2,0.0
2025-02-16 02:00:00,5.0,273.8,331.99,73.34,8.58,4005.43,35.76,0.0,44.58,2,16,2,0.0
2025-02-16 03:00:00,5.0,272.77,328.14,62.38,7.21,3578.19,28.61,0.0,34.96,3,16,2,0.0
2025-02-16 04:00:00,5.0,267.86,316.68,50.72,6.26,3097.53,23.25,0.0,28.12,4,16,2,0.0
2025-02-16 05:00:00,5.0,253.54,292.54,38.04,5.78,2510.07,18.1,0.0,25.08,5,16,2,0.0
2025-02-16 06:00:00,5.0,232.98,265.02,33.24,6.08,2056.12,14.53,0.01,26.09,6,16,2,0.0
2025-02-16 07:00:00,5.0,242.29,277.66,37.7,8.82,2376.56,24.81,0.0,30.4,7,16,2,0.0
2025-02-16 08:00:00,5.0,262.6,303.15,42.84,11.56,3124.24,46.04,1.65,33.44,8,16,2,0.0
2025-02-16 09:00:00,5.0,253.22,292.43,45.93,12.87,3364.56,51.41,7.51,38.0,9,16,2,0.0
2025-02-16 10:00:00,5.0,243.0,281.22,54.15,14.31,3311.16,39.79,21.28,44.08,10,16,2,0.0
2025-02-16 11:00:00,5.0,247.69,284.98,65.8,16.21,3177.64,22.58,60.08,44.08,11,16,2,0.0
2025-02-16 12:00:00,4.0,67.93,78.74,18.85,22.89,881.2,2.51,138.76,11.65,12,16,2,-1.0
2025-02-16 13:00:00,4.0,48.01,57.1,14.05,20.74,700.95,1.49,144.48,9.5,13,16,2,0.0
2025-02-16 14:00:00,4.0,48.71,58.15,13.88,20.27,694.27,1.24,148.77,10.01,14,16,2,0.0
2025-02-16 15:00:00,4.0,47.02,56.78,15.59,20.27,707.63,0.88,148.77,10.51,15,16,2,0.0
2025-02-16 16:00:00,4.0,46.04,56.47,20.39,20.74,774.38,0.91,140.19,11.4,16,16,2,0.0
2025-02-16 17:00:00,3.0,42.09,53.3,27.08,20.5,854.49,0.66,123.02,12.29,17,16,2,-1.0
2025-02-16 18:00:00,4.0,73.6,95.94,90.48,21.93,2056.12,0.73,48.64,24.07,18,16,2,1.0
2025-02-16 19:00:00,5.0,146.85,190.6,141.2,24.32,4058.84,28.16,0.2,42.56,19,16,2,1.0
2025-02-16 20:00:00,5.0,230.61,297.03,146.69,24.8,5821.23,69.74,0.0,56.24,20,16,2,0.0
2025-02-16 21:00:00,5.0,297.61,382.61,142.57,22.89,6729.13,90.3,0.0,64.34,21,16,2,0.0
2025-02-16 22:00:00,5.0,343.8,438.1,128.87,20.74,6835.94,90.3,0.0,68.9,22,16,2,0.0
2025-02-16 23:00:00,5.0,352.37,441.09,111.04,16.93,6301.88,76.0,0.0,62.82,23,16,2,0.0
2025-02-17 00:00:00,5.0,310.72,380.78,90.48,12.4,5126.95,54.54,0.0,47.12,0,17,2,0.0
2025-02-17 01:00:00,5.0,263.27,321.19,69.92,9.89,3952.03,38.0,0.0,36.48,1,17,2,0.0
2025-02-17 02:00:00,5.0,238.29,292.05,54.15,9.06,3044.13,26.15,0.0,32.42,2,17,2,0.0
2025-02-17 03:00:00,5.0,240.01,293.86,42.84,8.11,2563.48,19.89,0.0,26.35,3,17,2,0.0
2025-02-17 04:00:00,5.0,250.98,304.51,33.59,6.56,2296.45,17.66,0.0,15.83,4,17,2,0.0
2025-02-17 05:00:00,5.0,256.18,307.56,25.36,5.54,2136.23,17.88,0.0,10.13,5,17,2,0.0
2025-02-17 06:00:00,5.0,254.7,304.51,19.19,5.54,2109.53,21.01,0.0,8.49,6,17,2,0.0
2025-02-17 07:00:00,5.0,288.04,346.11,17.99,8.7,2803.8,41.13,0.0,12.67,7,17,2,0.0
2025-02-17 08:00:00,5.0,332.56,400.32,20.22,11.92,3898.62,75.1,0.26,16.47,8,17,2,0.0
2025-02-17 09:00:00,5.0,331.84,397.34,25.7,13.83,4112.24,79.57,2.46,22.8,9,17,2,0.0
2025-02-17 10:00:00,5.0,320.14,383.54,45.24,16.21,3952.03,59.9,11.98,35.97,10,17,2,0.0
2025-02-17 11:00:00,5.0,327.76,390.87,71.29,18.84,3685.0,29.95,50.78,39.52,11,17,2,0.0
2025-02-17 12:00:00,5.0,93.39,110.58,20.39,30.04,934.6,2.79,150.2,9.75,12,17,2,0.0
2025-02-17 13:00:00,4.0,58.01,71.06,13.54,27.42,660.9,1.82,155.93,7.35,13,17,2,-1.0
2025-02-17 14:00:00,4.0,49.74,62.09,12.85,26.7,614.17,1.55,158.79,7.47,14,17,2,0.0
2025-02-17 15:00:00,4.0,61.55,77.63,23.99,28.37,854.49,2.35,151.63,11.27,15,17,2,0.0
2025-02-17 16:00:00,5.0,92.0,116.63,42.16,27.42,1308.44,2.71,133.04,17.23,16,17,2,1.0
2025-02-17 17:00:00,5.0,127.96,161.62,56.89,23.13,1695.63,1.36,114.44,21.28,17,17,2,0.0
2025-02-17 18:00:00,5.0,172.97,217.95,75.4,23.13,2189.64,0.12,79.39,26.6,18,17,2,0.0
2025-02-17 19:00:00,5.0,226.47,284.78,93.22,27.66,2803.8,0.01,42.56,34.96,19,17,2,0.0
2025-02-17 20:00:00,5.0,263.68,331.39,98.71,27.89,3177.64,0.21,22.89,41.54,20,17,2,0.0
2025-02-17 21:00:00,5.0,275.33,348.48,94.59,23.13,3257.75,0.58,15.02,44.58,21,17,2,0.0
2025-02-17 22:00:00,5.0,273.42,352.09,86.37,18.84,3257.75,1.2,10.28,46.61,22,17,2,0.0
2025-02-17 23:00:00,5.0,252.44,331.15,76.09,14.9,3017.43,1.93,7.33,44.08,23,17,2,0.0
2025-02-18 00:00:00,5.0,212.7,282.2,62.38,10.49,2536.77,0.99,9.92,36.48,0,18,2,0.0
2025-02-18 01:00:00,5.0,178.3,236.98,45.93,8.11,2029.42,0.13,19.31,32.42,1,18,2,0.0
2025-02-18 02:00:00,5.0,158.42,208.69,33.24,6.91,1735.69,0.02,27.18,32.42,2,18,2,0.0
2025-02-18 03:00:00,5.0,145.66,190.61,28.45,6.5,1615.52,0.01,29.68,33.44,3,18,2,0.0
2025-02-18 04:00:00,5.0,138.64,180.3,29.13,6.56,1602.17,0.02,26.46,33.94,4,18,2,0.0
2025-02-18 05:00:00,5.0,133.65,173.88,32.22,6.79,1628.88,0.1,19.85,34.96,5,18,2,0.0
2025-02-18 06:00:00,5.0,133.81,174.89,38.04,7.27,1735.69,1.06,8.94,37.49,6,18,2,0.0
2025-02-18 07:00:00,5.0,167.88,219.87,42.16,10.25,2456.67,20.12,0.23,42.05,7,18,2,0.0
2025-02-18 08:00:00,5.0,232.95,301.04,42.5,14.07,4005.43,70.63,0.83,34.96,8,18,2,0.0
2025-02-18 09:00:00,5.0,309.57,393.4,50.72,17.17,5874.63,130.53,3.49,31.41,9,18,2,0.0
2025-02-18 10:00:00,5.0,370.78,471.49,85.0,20.5,7049.56,143.05,10.1,44.58,10,18,2,0.0
2025-02-18 11:00:00,5.0,413.98,527.93,145.32,22.41,7049.56,87.62,38.27,48.13,11,18,2,0.0
2025-02-18 12:00:00,5.0,203.11,251.02,66.49,37.19,2643.59,10.95,143.05,26.09,12,18,2,0.0
2025-02-18 13:00:00,5.0,195.63,238.77,43.53,40.05,2056.12,4.81,205.99,21.79,13,18,2,0.0
2025-02-18 14:00:00,5.0,193.55,235.12,32.56,40.05,1762.39,2.74,243.19,19.76,14,18,2,0.0
2025-02-18 15:00:00,5.0,155.56,189.97,29.13,35.76,1468.66,2.18,226.02,17.23,15,18,2,0.0
2025-02-18 16:00:00,5.0,156.11,190.76,42.5,35.29,1668.93,2.43,191.69,20.01,16,18,2,0.0
2025-02-18 17:00:00,5.0,157.86,192.85,67.86,43.87,2002.72,1.65,144.48,22.55,17,18,2,0.0
2025-02-18 18:00:00,5.0,180.36,220.85,122.01,49.59,2910.61,0.33,64.37,30.4,18,18,2,0.0
2025-02-18 19:00:00,5.0,241.79,298.0,168.62,47.21,4379.27,13.86,2.86,43.57,19,18,2,0.0
2025-02-18 20:00:00,5.0,304.19,375.88,164.51,40.05,5340.58,39.79,0.0,53.7,20,18,2,0.0
2025-02-18 21:00:00,5.0,346.79,429.86,152.17,31.95,5767.82,49.17,0.0,56.74,21,18,2,0.0
2025-02-18 22:00:00,5.0,381.4,471.98,137.09,26.46,5928.04,54.09,0.0,57.25,22,18,2,0.0
2025-02-18 23:00:00,5.0,391.51,484.89,122.01,20.5,5821.23,55.43,0.0,51.68,23,18,2,0.0
2025-02-19 00:00:00,5.0,359.33,445.13,109.67,14.07,5180.36,47.39,0.0,40.02,0,19,2,0.0
2025-02-19 01:00:00,5.0,320.52,396.02,97.33,9.89,4272.46,30.85,0.0,29.64,1,19,2,0.0
2025-02-19 02:00:00,5.0,291.03,359.08,81.57,7.75,3524.78,16.54,0.07,20.77,2,19,2,0.0
2025-02-19 03:00:00,5.0,256.54,317.2,63.75,6.44,2830.51,6.98,0.7,15.58,3,19,2,0.0
2025-02-19 04:00:00,5.0,228.05,282.66,50.04,6.14,2403.26,3.3,1.86,15.83,4,19,2,0.0
2025-02-19 05:00:00,5.0,211.66,262.59,42.16,6.08,2189.64,3.1,1.88,17.73,5,19,2,0.0
2025-02-19 06:00:00,5.0,206.31,257.25,37.36,6.38,2162.93,6.03,0.66,21.28,6,19,2,0.0
2025-02-19 07:00:00,5.0,230.64,289.49,35.3,9.3,2670.29,22.8,0.02,31.16,7,19,2,0.0
2025-02-19 08:00:00,5.0,261.48,329.58,35.99,12.52,3471.37,50.51,1.36,42.05,8,19,2,0.0
2025-02-19 09:00:00,5.0,266.37,334.48,40.78,14.54,3631.59,55.43,6.71,48.13,9,19,2,0.0
2025-02-19 10:00:00,5.0,289.32,361.04,58.26,17.17,3791.81,44.7,22.71,52.18,10,19,2,0.0
2025-02-19 11:00:00,5.0,332.96,406.6,84.31,21.22,3952.03,25.03,74.39,52.18,11,19,2,0.0
2025-02-19 12:00:00,5.0,238.19,282.32,65.8,38.62,2670.29,9.28,150.2,34.45,12,19,2,0.0
2025-02-19 13:00:00,5.0,268.91,309.42,73.34,61.04,2830.51,7.15,205.99,31.16,13,19,2,0.0
2025-02-19 14:00:00,5.0,334.34,377.3,85.0,79.15,3337.86,5.53,263.21,31.41,14,19,2,0.0
2025-02-19 15:00:00,5.0,364.06,411.85,104.19,74.39,3845.21,4.47,257.49,32.17,15,19,2,0.0
